abandon/’bndn/ vt.丢弃;放弃，抛弃
practise/‘prktis/ vt.练习，实习，训练
praise/preiz/ n.赞扬，赞美vi.赞扬
pray/prei/ vt.&vi.请求;祈祷
precaution/pri’k:n/ n.预防;警惕
preceding/pri(:)’si:di/ a.在前的;在先的
precious/‘pres/ a.珍贵的，宝贵的
precise/pri’sais/ a.精确的，准确的
precision/pri’sin/ n.精确，精密，精密度
predict/pri’dikt/ v.预言，预告，预测
preface/‘prefis/ n.序言，前言，引语
prefer/pri’f:/ vt.宁可，宁愿
preferable/‘prefrbl/ a.更可取的，更好的
preference/‘prefrns/ n.偏爱，优先;优先权
prejudice/‘predudis/ n.偏见，成见
preliminary/pri’liminri/ a.预备的，初步的
preparation/ prep’rein/
n.准备，预备;制备 prepare/pri’pe/
vt.&vi.准备，预备 preposition/
prep’zin/ n.前置词，介词
prescribe/pris’kraib/ vt.命令;处(方)
presence/‘prezns/ n.出席，到场;在
present/‘preznt/ a.现在的n.目前
present/‘preznt/ vt.赠送;介绍;提出
present/‘preznt/ n.礼物，赠送物
presently/‘prezntli/ ad.一会儿;目前
preserve/pri’z:v/ vt.保护;保存;腌渍
president/‘prezidnt/ n.总统;校长;会长
press/pres/ vt.压，按，揿;催促
pressure/‘pre/ n.压力;压力;压，按
pretend/pri’tend/ vt.假托，借口vi.假装
pretty/‘priti/ a.漂亮的，标致的
prevail/pri’veil/ vi.胜，优胜;流行
prevent/pri’vent/ vt.预防，防止;阻止
previous/‘pri:vjs/ a.先的;前的ad.在前
price/prais/ n.价格，价钱;代价
pride/praid/ n.骄傲;自豪vt.自夸
primarily/‘praimrili/ ad.首先;主要地
primary/‘praimri/ a.最初的.;基本的
prime/praim/ a.首要的n.春，青春
primitive/‘primitiv/ a.原始的;粗糙的
prince/‘prins/ n.王子，亲王
princess/prin’ses/ n.公主，王妃
principal/‘prinspl/ a.主要的n.负责人
principle/‘prinspl/ n.原则，原理;主义
print/print/ vt.印刷n.印刷;正片
prior/‘prai/ a.在先的;优先的
prison/‘prizn/ n.监狱，监禁
prisoner/‘prizn/ n.囚犯
private/‘praivit/ a.私人的;私下的
privilege/‘privilid/ n.特权，优惠
prize/praiz/ n.奖赏，奖金vt.珍视
probability/prb’biliti/ n.可能性;概率
probable/‘prbbl/ a.或有的;大概的
probably/‘prbbli/ ad.或许，大概
problem/‘prblm/ n.问题;习题，问题
procedure/pr’si:d/ n.程序;手续;过程
proceed/pr’si:d/ vi.进行;继续进行
process/‘pruses/ n.过程;工序vt.加工
procession/pr’sen/ n.队伍，行列
produce/pr’dju:s,‘prdju:s/ vt.生产;产生;展现
product/‘prdkt/ n.产品，产物;(乘)积
production/pr’dΛkn/ n.生产;产品;总产量
profession/pr’fen/ n.职业
professional/pr’fenl/ a.职业的n.专业人员
professor/pr’fes/ n.教授
profit/‘prfit/ n.益处;利润vi.得益
program/‘prugrm/ n.节目单;大纲;程序
progress/‘prugres,pr’gres/ n.前进，进展;进步
progressive/pr’gresiv/ a.进步的;向前进的
prohibit/pr’hibit/ vt.禁止，阻止
project/pr’dekt,‘prdekt/ n.方案，工程vi.伸出
prominent/‘prminnt/ a.实起的;突出的
promise/‘prmis/ n.诺言;指望vt.允诺
promote/pr’mut/ vt.促进，发扬;提升
prompt/prmpt/ a.及时的vt.敦促
pronoun/‘prunaun/ n.代名词
pronounce/pr’nauns/ vt.发…的音;宣布
pronunciation/prnΛnsi’ein/ n.发音，发音法
proof/pru:f/ n.证据;证明;校样
proper/‘prp/ a.适合的;合乎体统的
property/‘prpti/ n.财产，资产;性质
proportion/pr’p:n/ n.比，比率，部分
proportional/pr’p:nl/ a.比例的;相称的
proposal/pr’puzl/ n.提议，建议;求婚
propose/pr’puz/ vt.提议vi.求婚
prospect/‘prspekt,prs’pekt/ n.展望;前景，前程
prosperity/prs’periti/ n.繁荣;昌盛，兴旺
prosperous/‘prsprs/ a.繁荣的，昌盛的
protect/pr’tekt/ vt.保护，保卫，警戒
protection/pr’tekn/ n.保护，警戒
protective/pr’tektiv/ a.保护的，防护的
protein/‘pruti:n/ n.蛋白质，朊
protest/pr’test,‘prutest/ vt.&vi.&n.抗议
proud/praud/ a.骄傲的;自豪的
prove/pru:v/ vt.证明vi.结果是
provide/pr’vaid/ vt.提供;装备，供给
provided/pr’vaidid/ conj.以…为条件
province/‘prvins/ n.省;领域，部门
provision/pr’vin/ n.供应;预备;存粮
psychological/saik’ldikl/ a.心理的，心理学的
public/‘pΛblik/ a.公众的n.公众
publication/pΛbli’kein/ n.公布;出版;出版物
publish/‘pΛbli/ vt.公布;发表;出版
pull/pul/ vt.拉，拖;拉，拉力
pulse/pΛls/ n.脉搏;脉冲，脉动
pump/pΛmp/ n.泵vt.用抽机抽
punch/pΛnt/ vt.冲出n.冲压机
punch/pΛnt/ vt.用拳猛击n.拳打
punctual/‘pΛktjul/ a.严守时刻的;准时的
punish/‘pΛni/ vt.罚，惩罚，处罚
pupil/‘pju:pl/ n.学生，小学生
pupil/‘pju:pl/ n.瞳孔
purchase/‘p:ts/ n.买，购买vt.买
pure/pju/ a.纯粹的;纯洁的
purple/‘p:pl/ n.紫色a.紫的
purpose/‘p:ps/ n.目的;意图;效果
purse/p:s/ n.钱包，小钱袋，手袋
pursue/p’sju:/ vt.追赶，追踪;进行
push/pu/ vt.推，逼迫vi.推
put/put/ vt.放，摆;使处于
puzzle/‘pΛzl/ n.难题;谜vi.使迷惑
qualify/‘kwlifai/ vt.使具有资格
quality/‘kwliti/ n.质量;品质，特性
quantity/‘kwntiti/ n.量，数量，分量
quarrel/‘kwrl/ n.争吵，吵架，口角
quarter/‘kw:t/ n.四分之一;一刻钟
queen/kwi:n/ n.王后;女王
question/‘kwestn/ n.发问;问题;疑问
queue/kju:/ n.行列vi.排队等候
quick/kwik/ a.快的;敏捷的
quiet/‘kwait/ a.寂静的;安静的
quit/kwit/ vt.离开，退出;停止
quite/kwait/ ad.完全;相当;的确
quotation/kwu’tein/ n.引用;引文;报价单
quote/kwut/ vt.引用，引证;报价
rabbit/‘rbit/ n.兔子，野兔
race/reis/ n.比赛，竞赛，竞争
race/reis/ n.人种，种族，民族
racial/‘reil/ a.种族的，人种的
rack/rk/ n.搁物架;行李架
rack/rk/ vt.使苦痛，折磨
radar/‘reid/ n.雷达，无线电探测器
radiation/reidi’ein/ n.放射，发射;辐射能
radio/‘reidiu/ n.无线电;收音机
radioactive/reidiu’ktiv/ a.放射性的
radius/‘reidjs/ n.半径
rag/rg/ n.破布，碎布，抹布
rail/reil/ n.横条，横杆;铁轨
railroad/‘reilrud/ n.铁路vi.由铁路运输
railway/‘reilwei/ n.铁路，铁道
rain/rein/ n.雨，雨水vi.下雨
rainbow/‘reinbu/ n.虹，彩虹
rainy/‘reini/ a.下雨的，多雨的
raise/‘reiz/ vt.举起;引起;提高
range/reind/ n.排，行;山脉;范围
rank/rk/ n.排，横行;社会阶层
rapid/‘rpid/ a.快的n.急流
rare/re/ a.稀薄的;稀有的
rarely/‘reli/ ad.很少，难得
rat/rt/ n.老鼠，耗子
rate/reit/ n.比率;速度;价格
rather/‘ra:/ ad.宁可，宁愿;相当
ratio/‘reiiu/ n.比，比率
rational/‘rnl/ a.理性的;出于理性的
raw/r:/ a.未煮过的;未加工的
ray/rei/ n.光线，射线，辐射线
reach/ri:t/ vt.抵达;伸出vi.达到
react/ri’kt/ vi.起反应;有影响
reaction/ri’kn/ n.反应;反作用
read/ri:d/ vt.读，看懂vi.读
reader/‘ri:d/ n.读者;读物，读本
reading/‘ri:di/ n.读，阅读;读书
ready/‘redi/ a.准备好的;愿意的
real/ril/ a.真的;现实的
reality/ri’liti/ n.现实;真实
realize/‘rilaiz/ vt.实现;认识到
really/‘rili/ ad.真正地;实在
realm/‘relm/ n.王国，国土;领域
rear/ri/ n.后部，后面;背面
rear/ri/ vt.抚养，培养;栽种
reason/‘ri:zn/ n.理由;理性vi.推理
reasonable/‘ri:znbl/ a.合情合理的;公道的
rebel/‘rebl,ri’bel/ vi.造反n.造反者
recall/ri’k:l/ vt.回想;叫回;收回
receipt/ri’si:t/ n.收到;收条，收据
receive/ri’si:v/ vt.收到;得到;接待
receiver/ri’si:v/ n.收受者，收件人
recent/‘ri:snt/ a.新近的，最近的
recently/‘ri:sntli/ ad.最近，新近
reception/ri’sepn/ a.接待;招待会;接受
recognition/rekg’nin/ n.认出，识别;承认
recognize/‘rekgnaiz/ vt.认识，认出;承认
recommend/rek’mend/ vt.推荐，介绍;劝告
recommendation/rekmen’dein/ n.推荐，介绍;劝告
record/‘rek:d,ri’k:d/ n.记录;履历vt.记录
recorder/ri’k:d/ n.记录者;录音机
recover/ri’kΛv/ vt.重新获得;挽回
recovery/ri’kΛvri/ n.重获;痊愈，恢复
red/red/ a.红色的n.红色
reduce/ri’dju:s/ vt.减少，减小;简化
reduction/ri’dΛkn/ n.减少，减小，缩减
refer/ri’f:/ vt.使求助于vi.谈到
reference/‘refrns/ n.参考;出处;提及
refine/ri’fain/ vt.&vi.精炼，提纯
reflect/ri’flekt/ vt.反射;反映;思考
reflection/ri’flekn/ n.反射;映象;反映
reflexion/ri’flekn/ n.反射;映象;反映
reform/ri’f:m/ vt.&n.改革，改良
refresh/ri’fre/ vt.使清新vi.恢复精神
refrigerator/ri’fridreit/ n.冰箱，冷藏库
refusal/ri’fju:zl/ n.拒绝
refuse/ri’fju:z/ vt.拒绝vt.拒绝
regard/ri’ga:d/ vt.把…看作;尊敬
regarding/ri’ga:di/ prep.关于
regardless/ri’ga:dlis/ ad.不顾一切地
region/‘ri:dn/ n.地区，地带;领域
register/‘redist/ n.&vt.登记，注册
regret/ri’gret/ vt.懊悔;抱歉n.懊悔
regular/‘regjul/ a.规则的;整齐的
regulate/‘regjuleit/ vt.管理，控制;调整
regulation/regju’lein/ n.规则，规章;管理
reinforce/ri:in’f:s/ vt.增援，支援;加强
reject/ri’dekt/ vt.拒绝;丢掉;驳回
relate/ri’leit/ vt.叙述;使联系
relation/ri’lein/ n.关系，联系;家属
relationship/ri’leinip/ n.关系，联系
relative/‘reltiv/ a.有关系的;相对的
relativity/rel’tiviti/ n.相关性;相对性
relax/ri’lks/ vt.使松弛vi.松弛
release/ri’li:s/ vt.释放;放松;发表
relevant/‘relivnt/ a.有关的，贴切的
reliability/rilai’biliti/ n.可靠性
reliable/ri’laibl/ a.可靠的，可信赖的
relief/ri’li:f/ n.减轻;救济;援救
relieve/ri’li:v/ vt.减轻，解除;救济
religion/ri’lidn/ n.宗教;宗教信仰
religious/ri’lids/ a.宗教的;虔诚的
reluctant/ri’lΛktnt/ a.不愿的，勉强的
rely/ri’lai/ vi.依赖，依靠;信赖
remain/ri’mein/ vi.剩下，余留;保持
remark/ri’ma:k/ vt.&vi.&n.评论，谈论
remarkable/ri’ma:kbl/ a.异常的，非凡的
remedy/‘remidi/ n.&vt.治疗;补救
remember/ri’memb/ vt.记得，想起;记住
remind/ri’maind/ vt.提醒，使想起
remote/ri’mut/ a.相隔很远的;冷淡的
removal/ri’mu:vl/ n.移动;迁移;除掉
remove/ri’mu:v/ vt.移动，搬开;脱掉
render/‘rend/ vt.表示，给予;使得
renew/ri’nju:/ vt.使更新vi.更新
rent/rent/ n.租金，租vi.出租
repair/ri’pe/ vt.&n.修理，修补
repeat/ri’pi:t/ vt.重说，重做n.重复
repeatedly/ri’pi:tidli/ ad.重复地;一再
repetition/repi’tin/ n.重复，反复
reply/ri’plai/ vi.&n.回答，答复
report/ri’p:t/ vt.&vi.报告;汇报
reporter/ri’p:t/ n.记者，通讯员
represent/repri’zent/ vt.描绘;代表;象征
representative/repri’zenttiv/ a.代表性的n.代表
reproduce/ri:pr’dju:s/ vt.&vi.繁殖，生殖
republic/ri’pΛblik/ n.共和国，共和政体
reputation/repju(:)’tein/ n.名誉，名声;好名声
request/ri’kwest/ n.&v.请求，要求
require/ri’kwai/ vt.需要;要求，命令
requirement/ri’kwaimnt/ n.需要;要求
rescue/‘reskju:/ vt.&n.援救，营救
resemble/ri’zembl/ vt.像，类似
reserve/ri’z:v/ vt.储备，保留;预定
reservior// n.水库;蓄水池
residence/‘rezidns/ n.居住;驻扎;住处
resident/‘rezidnt/ a.居住的n.居民
resign/ri’zain/ vt.放弃vi.辞职
resist/ri’zist/ vt.&vi.抵抗，抵制
resistance/ri’zistns/ n.抵抗;抵制;抵抗力
resistant/ri’zistnt/ a.抵抗的，反抗的
resolution/rez’lju:n/ n.坚决，坚定;决定
resolve/ri’zlv/ vt.解决;决心n.决心
resort/ri’z:t/ vi.&n.求助，凭借;诉诸于(+to武力等)
respective/ris’pektiv/各自的，各个的 respectively/ris’pektivli/
ad.各自地，分别地 respond/ris’pnd/
vi.作答;响应 response/ris’pns/
n.作答，回答;响应 restless/‘restlis/
a.不安定的，焦虑的 restore/ris’t:/
vt.恢复;归还;修补 restrain/ris’trein/
vt.抑制，遏制;限制 restraint/ris’treint/
n.抑制;遏制;克制 restrict/ris’trikt/vt限制，限定，约束
resume/ri’zju:m/ vt.恢复;重新开始
retain/ri’tein/ vt.保持，保留，保有
retire/ri’tai/ vi.退下;引退;就寝
retreat/ri’tri:t/ vi.(被迫)退却，后退
reveal/ri’vi:l/ vt.展现;揭示，揭露
reverse/ri’v:s/ vt.颠倒，翻转n.背面
review/ri’vju:/ vt.再检查n.复习
revise/ri’vaiz/ vt.修订，校订;修改
revolt/ri’vult/ vi.&n.反抗，造反
revolution/rev’lu:n/ n.革命;旋转，绕转
revolutionary/rev’lu:nri/ a.革命的n.革命者
reward/ri’w:d/ n.报答;报酬vt.报答
rhythm/‘rim/ n.韵律，格律;节奏
rib/rib/ n.肋，肋骨
ribbon/‘ribn/ n.缎带，丝带;带
rid/rid/ vt.使摆脱，使去掉
ridge/rid/ n.脊;岭，山脉;垄
ridiculous/ri’dikjuls/ a.荒谬的，可笑的
rifle/‘raifl/ n.步枪，来复枪
rigid/‘ridid/ a.刚硬的;僵硬的
ripe/raip/ a.熟的;时机成熟的
risk/risk/ n.风险，危险，冒险
rival/‘raivl/ n.竞争者a.竞争的
roar/r:/ vi.吼叫;呼喊n.吼
roast/rust/ vt.&vi.烤，炙，烘
robot/‘rubt/ n.机器人;自动机
rocket/‘rkit/ n.火箭，火箭发动机
rod/rd/ n.杆，竿，棒
roll/rul/ vi.&vt.滚动;转动
roller/‘rul/ n.滚柱，滚筒，滚轴
ooman/‘rumn/ n.古罗马人a.罗马的
romantic/ru’mntik/ a.浪漫的;传奇的
rotary/‘rutri/ a.旋转的，转动的
rotate/ru’teit/ vi.旋转vt.使旋转
rotation/ru’tein/ n.旋转，转动;循环
rotten/‘rtn/ a.腐烂的，发臭的
rough/rΛf/ a.表面不平的;粗略的
rouse/rauz/ vt.唤醒，唤起;惊起
route/ru:t/ n.路，路线，路程
routine/ru:’ti:n/ n.例行公事a.日常的
row/ru/ n.(一)排，(一)行
row/ru/ vt.划(船等)vi.划船
royal/‘ril/ a.王的;皇家的
rug/rΛg/ n.小地毯;毛毯
rural/‘rurl/ a.农村的，田园的
rush/rΛ/ vi.冲，奔vt.催促
rust/rΛst/ n.锈vi.生锈，氧化
sack/sk/ n.袋，麻袋;开除
sacrifice/‘skrifais/ n.&vt.牺牲;南祭
saddle/‘sdl/ n.鞍子，马鞍
sail/seil/ n.帆;船vi.航行
sake/seik/ n.缘故，理由
sample/‘sa:mpl/ n.样品;实例，标本
satellite/‘stlait/ n.卫星;人造卫星
satisfactory/stis’fktri/ a.令人满意的，良好的
saucer/‘s:s/ n.茶托，浅碟
sausage/‘ssid/ n.香肠，腊肠
saw/s:/ n.锯子vt.锯，锯开
say/sei/ vt.比如说(用于举例)
scale/skeil/ n.天平，磅秤，秤
scale/skeil/ n.标度;比例;大小
scan/skn/ vt.细看;浏览;扫描
scarcely/‘skesli/ ad.仅仅;几乎不
scatter/‘skt/ vt.使消散;撒;散播
scenery/‘si:nri/ n.舞台布景;风景
schedule/‘edju:l/ n.时间表;计划表
scheme/ski:m/ n.计划，规划;诡计
scholar/‘skl/ n.学者(尤指文学方面)
scientific/sain’tifik/ a.科学(上)的
scissors/‘sizz/ n.剪刀，剪子
score/sk:/ n.得分，比数，成绩
scout/skaut/ n.侦察员，侦察机
scrape/skreip/ vt.&vi.&n.刮，擦
scratch/skrt/ vt.&vi.&n.搔;抓
screw/skru:/ n.螺旋，螺丝vt.拧紧
seal/‘si:l/ n.封蜡;印记vt.封
seal/‘si:l/ n.海豹
secondary/‘sekndri/ a.第二的;次要的
secretary/‘sekrtri/ n.秘书;书记;大臣
section/‘sekn/ n.切片;一段;部门
secure/si’kju/ a.安心的;安全的
security/si’kjuriti/ n.安全，安全感
seed/si:d/ n.种(子)，籽，萌芽
seek/si:k/ vt.寻找，探索;试图
seize/si:z/ vt.抓住，逮捕;夺取
semiconductor/semikn’dΛkt/ n.半导体
senate/senit/ n.参议院，上院
senior/‘si:nj/ a.年少的;地位较高的
sensible/‘sensbl/ a.感觉得到的;明智的
sensitive/‘sensitiv/ a.敏感的;灵敏的
separate/‘sepreit,‘seprit/ a.分离的;个别的
sequence/‘si:kwns/ n.连续，继续;次序
series/‘siri:z/ n.连续，系列;丛书
serve/s:v/ vt.为…服务;招待
session/‘sen/ n.会议，一段时间
setting/‘seti/ n.安装，调整;环境
settle/‘setl/ vt.安排;安放;调停
settlement/‘setlmnt/ n.解决;殖民，殖民地
severe/si’vi/ a.严格的;严厉的
sew/su/ vt.缝制vi.缝纫
shade/eid/ n.荫;遮光物vi.荫蔽
shave/eiv/ vt.剃，刮vi.修面
shear/i/ vt.剪;剥夺vi.剪
shed/ed/ vt.流出;散发;脱落
shed/ed/ n.棚，小屋;贷棚
sheet/i:t/ n.被单;纸张;薄板
shelf/elf/ n.搁板，架子
shelter/‘elt/ n.隐蔽处;掩蔽，庇护
shield/i:ld/ n.盾;防护物vt.保护
shift/ift/ vt.替换，转移n.转换
shiver/‘iv/ vi.颤抖，哆嗦n.冷颤
shoot/u:t/ vt.发射;射中n.发芽
shore/:/ n.滨，岸
shortage/‘:tid/ n.不足，缺少，不足额
shortly/‘:tli/ ad.立刻;简短地
shot/t/ n.发射;弹丸;射门
shower/‘u,‘au/ n.阵雨;(一)阵;淋浴
shriek/ri:k/ vi.尖声喊叫n.尖叫声
sideways/‘saidweiz/ ad.斜着，斜向一边地
sightseeing/‘saitsi:i/ n.观光，游览
sign/sain/ n.符号;招牌n.签名
signal/‘signl/ n.信号vi.发信号
signature/‘signit/ n.署名，签字，签名
significance/sig’nifikns/ n.意义，意味;重要性
significant/sig’nifiknt/ n.有意义的;重要的
silence/‘sailns/ n.沉默vt.使沉默
silent/‘sailnt/ a.沉默的;寂静无声的
silk/silk/ n.蚕丝，丝，丝织品
silly/‘sili/ a.傻的，愚蠢的
silver/‘silv/ n.银;银子;银器
similar/‘simil/ a.相似的，类似的
similarly/‘similli/ ad.类似地，相似地
simplicity/sim’plisiti/ n.简单，简易;朴素
simplify/‘simplifai/ vt.简化，使单纯
simply/‘simpli/ ad.简单地;朴素地
sincere/sin’si/ a.真诚的;真挚的
singular/‘sigjul/ a.单一的;非凡的
site/sait/ n.地点，地基;场所
sketch/sket/ n.略图;速写;概略
skilled/skild/ a.有技能的，熟练的
skillful/‘skilful/ a.灵巧的，娴熟的
skim/skim/ vt.掠过，擦过;略读
slam/slm/ vt.使劲关，砰地放下
sleeve/sli:v/ n.袖子，袖套
slender/‘slend/ a.细长的;微薄的
slice/slais/ n.薄片，切片;部分
slide/slaid/ vi.滑vt.使滑动n.滑
slippery/‘slipri/ a.滑的，使人滑跤的
slit/slit/ n.裂缝vt.切开，撕开
slope/slup/ n.倾斜;斜面vi.倾斜
smart/sma:t/ a.巧妙的;洒脱的
soak/suk/ vt.浸，泡vi.浸泡
sil/sil/ vt.弄脏vi.变脏
solar/‘sul/ a.太阳的，日光的
sole/sul/ n.脚底，鞋底，袜底
sole/sul/ a.单独的，唯一的
solemn/‘slm/ a.庄严的;隆重的
solid/‘slid/ a.固体的n.固体
soluble/‘sljubl/ a.可溶的;可以解决的
solution/s’lju:n/ n.解决，解答;溶解
solve/‘slv/ vt.解答，解释，解决
somebody/‘sΛmbdi/ pron.某人，有人
somehow/‘sΛmhau/ ad.由于某种原因
sometime/‘sΛmtaim/ ad.在某一时候;从前
somewhat/‘sΛmwt/ pron.一点儿ad.有点
sophisticated/s’fistikeitid/ a.老于世故的;高级的
sore/s:/ a.痛的;恼火的n.疮
sorrow/‘sru/ n.悲痛，悲哀，悲伤
sort/s:t/ n.种类;类别vt.整理
sound/saund/ a.健康的;完好的
sour/‘sau/ a.酸的;脾气坏的
sow/su/ vt.播(种)vi.播种
spacecraft/‘speiskra:ft/ n.航天器，宇宙飞船
spade/speid/ n.铲，铁锹
span/spn/ n.跨距;一段时间
spare/spe/ vt.节约a.多余的
spark/spa:k/ n.火花，火星
specialist/spelist/ n.专家
specialize/‘spelaiz/ vi.成为…专家;专攻
specific/spi’sifik/ a.特有的;具体的
specify/‘spesifai/ vi.指定，详细说明
specimen/‘spesimin/ n.样本，标本，样品
sphere/sfi/ n.球，圆体;范围
spill/spil/ vt.使溢出vi.溢出
spin/spin/ vt.纺;使旋转n.旋转
spite/spait/ n.恶意,怨恨,不顾vt.刁难,欺侮
split/split/ vt.劈开vi.被劈开
spil/spil/ vt.损坏，糟蹋;宠坏
sponsor/‘spns/ n.发起者vt.发起
sportsman/‘sp:tsmn/ n.运动员
spray/sprei/ n.浪花;喷雾vt.喷
spring/spri/ vi.跳，跃n.跳跃;泉
spur/sp:/ n.刺激物vt.刺激
square/skwe/ n.正方形;广场
squeeze/‘skwi:z/ vt.&vi.榨，挤;压榨
stability/st’biliti/ n.稳定，稳定性，巩固
stable/‘steibl/ a.稳定的，不变的
stable/‘steibl/ n.厩，马厩，牛棚
stack/stk/ n.堆，垛vt.堆积
staff/sta:f/ n.工作人员;参谋
stage/steid/ n.舞台;戏剧;阶段
stain/stein/ vt.沾污;给…着色
stair/ste/ n.楼梯
stake/steik/ n.桩;赌金;奖品
stale/steil/ n.陈腐的;走了气的
static/‘sttikl/ a.静的;静态的
statistical/st’tistikl/ a.统计的，统计学的
statue/‘sttju:/ n.塑像，雕像，铸像
status/‘steits/ n.地位，身分
steady/‘stedi/ a.稳固的vt.使稳定
steam/sti:m/ n.蒸汽vi.蒸发vt.蒸
steamer/‘sti:m/ n.轮船，汽船
steel/‘sti:l/ n.钢，钢铁
steep/sti:p/ a.险峻的，陡峭的
steer/sti/ vt.&vi.驾驶
stem/stem/ n.茎，(树)干vi.起源
sticky/‘stiki/ a.粘性的;胶粘的
stiff/stif/ a.硬的;僵直的
stimulate/‘stimjuleit/ vt.刺激，激励，激发
sting/sti/ vt.刺;刺痛vi.&n.刺
stir/st:/ vt.动;拨动;激动
stock/stk/ n.原料;库存品;股本
stocking/‘stki/ n.长(统)袜
stoop/stu:p/ vi.俯身;弯身n.弯腰
storage/‘st:rid/ n.贮藏;贮藏量
store/st:/ n.贮藏;贮存品;商店
storey/‘st:ri/ n.(层)楼
stove/stuv/ n.炉，火炉，电炉
strain/‘strein/ vt.拉紧vi.尽力
strange/streind/ a.陌生的;奇怪的
stranger/‘streind/ n.陌生人;新来者
strap/strp/ n.带子vt.捆扎
strategy/‘strtidi/ n.战略;策略
straw/str:/ n.稻草，麦杆吸管
strengthen/‘streθn/ vt.加强，巩固
stress/stres/ n.压力;重音vt.着重
stretch/stret/ vt.伸展vi.伸n.伸展
string/stri/ n.线，细绳;一串
strip/strip/ vt.剥;夺去n.条带
stripe/straip/ n.条纹，条子
stroke/struk/ n.打，击;鸣声;中风
stroke/struk/ vt.&n.抚，摩，捋
structural/‘strΛktrl/ a.结构的，构造的
stuff/stΛf/ n.材料vt.装，填，塞
submarine/‘sΛbmri:n/ a.水下的n.潜水艇
submerge/sΛb’m:d/ vt.浸没vi.潜入水中
submit/sΛb’mit/ vt.使服从vi.服从
subsequent/‘sΛbsikwnt/ a.随后的，后来的
substance/‘sΛbstns/ n.物质;实质;本旨
substantial/sb’stnl/ a.物质的;坚固的
substitute/‘sΛbstitju:t/ n.代替人vt.用…代替
subtract/sb’trkt/ vt.减，减去，去掉
subway/‘sΛbwei/ n.地道;地下铁路
succession/sk’sen/ n.连续;继任，继承
successive/sk’sesiv/ a.连续的;接连的
suck/sΛk/ vt.吸，吮，啜;吸收
sufficient/s’fint/ a.足够的，充分的
suit/sju:t/ n.起拆，诉讼【其动词形式为sue】vt.适合
sulfur/‘sΛlf/ n.硫(磺)，硫黄
sulphur/‘sΛlf/ n.硫(磺)，硫黄
sum/sΛm/ n.总数;金额vi.共计
summarize/‘sΛmraiz/ vt.概括，概述，总结
superficial/sju:p’fil/ a.表面的;肤浅的
superior/sju:’piri/ a.较高的;优越的
supplement/‘sΛplimnt/ n.&vt.增补，补充
suppose/s’puz/ vt.猜想;假定;让
supreme/sju:’pri:m/ a.最高的;最大的
surgery/‘s:dri/ n.外科，外科手术
surrender/s’rend/ vt.交出vi.投降
surroundings/s’raundiz/ n.周围的事物，环境
survey/s:’vei/ vt.俯瞰;检查;测量
survive/s’vaiv/ vt.幸免于vi.活下来
suspect/ss’pekt,‘sΛspekt/ vt.怀疑vi.疑心
suspend/ss’pend/ vt.吊，悬;推迟
suspicion/ss’pin/ n.怀疑，疑心，猜疑
suspicious/ss’pis/ a.怀疑的;可疑的
sustain/ss’tein/ vt.支撑;供养;忍受
swallow/‘swlu/ n.燕子
swallow/‘swlu/ vt.&vi.吞下，咽下
sway/swei/ vi.摇动vt.摇;摇动
swear/swe/ vt.宣(誓)vi.诅咒
sweater/‘swet/ n.厚运动衫，毛线衫
sweep/swi:p/ vt.扫;刮起;扫过
swell/swel/ vi.膨胀;隆起;增长
swift/swift/ a.快的;反应快的
swing/swi/ vi.摇摆;回转n.摇摆
switch/swit/ n.开关;转换vt.转换
sword/s:d/ n.剑，刀
symbol/‘simbl/ n.象征;符号，记号
sympathetic/simp’θetik/ a.同情的;和谐的
sympathize/‘simpθaiz/ vi.同情;同感，共鸣
synthetic/sin’θetik/ a.综合的;合成的
systematic(al)/sisti’mtik(l)/ a.有系统的;有计划的
tag/tg/ n.附加语;标签
tailor/‘teil/ n.裁缝vt.裁制衣服
tale/teil/ n.故事，传说
talent/‘tlnt/ n.天才;才能;人才
talk/t:k/ vi.讲话vt.谈论
tame/teim/ a.驯服的;顺从的
tank/tk/ n.坦克;大容器，槽
tap/tp/ vt.&vi.&n.轻叩
tap/tp/ n.塞子;龙头vt.开发
taste/teist/ n.味觉，品味
technical/‘teknikl/ a.技术的，工艺的
technician/tek’nin/ n.技术员，技师
tedious/‘ti:dis/ a.冗长乏味的，沉闷的
telegram/‘teligrm/ n.电报
telescope/‘teliskup/ n.望远镜
temple/‘templ/ n.圣堂，神殿，庙宇
temporary/‘temprri/ a.暂时的，临时的
tempt/tempt/ vt.引诱，诱惑;吸引
temptation/temp’tein/ n.诱惑，引诱
tend/tend/ vt.照管，照料，护理
tend/tend/ vi.走向，趋向;倾向
tendency/‘tendnsi/ n.趋向，趋势，倾向
tender/‘tend/ a.嫩的;脆弱的
tense/tens/ n.时态，时
tense/tens/ a.拉紧的，绷紧的
tension/‘tenn/ n.紧张,不安,拉紧,张力
terminal/‘t:minl/ a.末端的n.末端
terrible/‘terbl/ a.可怕的;极度的
territory/‘teritri/ n.领土，版图;领域
terror/‘ter/ n.恐怖，惊骇
textile/‘tekstail/ n.纺织品a.纺织的
theoretical/θi’retikl/ a.理论(上)的
thereby/‘e’bai/ ad.因此，从而，由此
therefore/‘ef:/ ad.因此，所以【绝对不可以直接连接两个独羣hermometer/θ’mmit/
thermometer/θ’mmit/ n.温度计，寒暑表
thickness/‘θiknis/ n.厚(度);密(度)
